
          RUMIRGW  TASK FORCE LIGHTNING FT GORDON GA 
          RUMIROE  ESC INTELCEN HANSCOM AFB MA 
          RUMISSO  8AF INTEL BARKSDALE AFB LA 
          RUMISTB  CDR USSOUTHCOM SPO MIAMI FL 
          RUMITAL  INTEL FACILITY SOUTHEAST SECTOR TYNDALL AFB FL 
          RUQV     DUAL ACCESS TRIBSTA 690ISS LACKLAND AFB TX 
          RUQVAAF  690NSG LACKLAND AFB TX 
          RUQVAAK  AIR FORCE PLANNING ELEMENT SAN ANTONIO TX 
          RUQVADF  OL DE 544IOG BUCKLEY AFB CO 
          RUQVAQB  346TS LACKLAND AFB TX 
          RUQVBRA  645AESS GREENVILLE TX 
          RUQVCCC  HQ CPSG SAN ANTONIO TX 
          RUQVCLK  118EAS FORWARD (TACTICAL) 
          RUQVCND  COMAFFOR CND LACKLAND AFB TX 
          RUQVCRO  DET 3 SPACOS SAN ANTONIO TX 
          RUQVDCM  NCMS DET SAN ANTONIO TX 
          RUQVHTL  CO H MCSBU LACKLAND AFB TX 
          RUQVIAA  OL H AFIAA LACKLAND AFB TX 
          RUQVIGA  DET 1 HQ ACC IGS LACKLAND AFB TX 
          RUQVIOK  33IOS LACKLAND AFB TX 
          RUQVIWF  18IS VANDENBERG AFB CA 
          RUQVKBL  AFIOB LACKLAND AFB TX 
          RUQVKCD  67NWW LACKLAND AFB TX 
          RUQVKEW  AFIOC LACKLAND AFB TX 
          RUQVKJW  JIOWC SAN ANTONIO TX 
          RUQVKPL  AFELM DET 12 JCC LACKLAND AFB TX 
          RUQVKSC  HQ AF ISR AGENCY RFS TSR LACKLAND AFB TX 

           
          RUQVKSS  690CSS LACKLAND AFB TX 
          RUQVKTC  733SPF LACKLAND AFB TX 
          RUQVMAX  HQ AF ISR AGENCY AMHS LACKLAND AFB TX 
          RUQVNIW  NAVIODET SAN ANTONIO TX 
          RUQVNOG  26NOG LACKLAND AFB TX 
          RUQVOSI  HQ AF ISR AGENCY OSI REP LACKLAND AFB TX 
          RUQVOSS  5OSS MINOT AFB ND 
          RUQVPDF  90IOS LACKLAND AFB TX 
          RUQVREP  SCREP SAN ANTONIO TX 
          RUQVSRC  OL F AFC2ISRC LACKLAND AFB TX 
          RUQVSSQ  690SPTS LACKLAND AFB TX 
          RUQVVNV  9IWF SHAW AFB SC 
          RUSBC    RRF NEW DELHI IN 
          RUSFAAA  CDR706THMIGP FT GORDON GA 
          RUSFAAH  CDRIA FT BELVOIR VA 
          RUSFACE  ACERT FT BELVOIR VA 
          RUSFACS  DODSPECREP SOUTHCOM MIAMI FL 
          RUSFAIG  31IS FT GORDON GA 
          RUSFASA  CDRINSCOM FT BELVOIR VA 
          RUSFCID  CIDLS FT GORDON GA 
          RUSFCOD  CO DELTA MCSB FT GORDON GA 
          RUSFCSA  DAT GORDON FT GORDON GA 
          RUSFDSR  DODSPECREP KEY WEST FL 
          RUSFIDA  CUSERVDESK SUGAR GROVE WV 
          RUSFIDA  NAVIOCOM SUGAR GROVE WV 
          RUSFIOS  39IOS HURLBURT FLD FL 
          RUSFITN  CSG TRANSCOM SCOTT AFB IL 
          RUSFKEG  CRYPSUPPGRU SOCOM MACDILL AFB FL 
          RUSFKEH  DODSUPPGRU SOCOM MACDILL AFB FL 
          RUSFKEI  NCR CENTCOM MACDILL AFB FL 
          RUSFKEJ  BRMEDCLINIC SUGAR GROVE WV 
          RUSFKEK  NCR SOCOM MACDILL AFB FL 
          RUSFKEN  CSG SOUTHCOM MIAMI FL 
          RUSFKES  SSO KEESLER AFB MS 

           
          RUSFNAB  CDR707THBIBN FT GORDON GA 
          RUSFNCR  NCR SOUTH MIAMI FL 
          RUSFNSG  NAVIOCOM FT GORDON GA 
          RUSFRFS  CDRINSCOM RFS-TSR-TSO TFC FT BELVOIR VA 
          RUSFRTK  RTCAE FT GORDON GA 
          RUSFSOC  NSACSS FT GORDON GA 
          RUSFSPO  CDRINSCOM SPO FT BELVOIR VA 
          RUSFSST  CSG JTF FOUR KEY WEST FL 
          RUSI     NCTAMS PAC HONOLULU HI 
          RUSISGG  COMLOG WESTPAC 
          RUVNSAG  DET 1 36MXG DIEGO GARCIA IO 
          RUVNSAI  40AEG CP DIEGO GARCIA IO 
          RUWD     DUAL ACCESS TRIBSTA NAVCOMTELSTA SAN DIEGO CA 
          RUWDABS  NRMD SAN DIEGO CA 
          RUWDACA  NAVCOMTELSTA NMCI DET SAN DIEGO CA 
          RUWDACB  IUSS SEA COMPONENT WEST 
          RUWDACF  NMCI RNOC SAN DIEGO CA 
          RUWDASW  FLTASWCOM SAN DIEGO CA 
          RUWDAXX  PCMSUPPTM ONE 
          RUWDEAA  SOPA SAN DIEGO CA 
          RUWDHBU  COMARDEFCOM ONE ZERO SAN DIEGO CA 
          RUWDHDP  OBLA LOS ANGELES CA 
          RUWDLAA  SOPA SUB AREA WEST SAN DIEGO CA 
          RUWDNAA  TWELFTH MCD SAN DIEGO CA 
          RUWDQAA  COGARD CAMSPAC PT REYES CA 
          THRU 
          RUWDQAZ 
          RUWF     NAVCOMTELSTA SAN DIEGO CA 
          RUWFABA               DSU DET AVALON 
          RUWFACA  COMSEACONWINGSPAC SAN DIEGO CA 

           
          RUWG     NAVCOMTELSTA SAN DIEGO CA 
          RUWGAAK  STRATSUBBCST YOKOSUKA JA 
          RUWH     UCS CORPUS CHRISTI TX 
          RUWHDNC  COMCMRON THREE NR 
          RUWHTEW  ICE CORPUS CHRISTI TX 
          RUWI     CG MCB CAMP PENDLETON CA 
          RUWIBJA  COGARD RUITOFF LOS ANGELES CA 
          RUWIBND  MC BARSTOW CA 
          RUWIBOC  NAVMCREL EL TORO CA 
          RUWIBSB  CG MAGTF TRNGCOM TWENTYNINE PALMS CA 
          RUWICAA  BLT THREE SLANT FOUR 
          RUWICCA  MTCC CAMP PENDLETON CA 
          THRU 
          RUWICCZ 
          RUWN     NTCC SAN DIEGO CA 
          RUWO                  DAT 721CS CHEYENNE MOUNTAIN AFS CO 
          RUWOGHC  20SPCS DET 1 ASCC DAHLGREN VA 
          RUWOGHD  20SPCS DET 1 DAHLGREN VA 
          RUWOICC  HAVE STARE VARDO NO 
          RUWOKWR  ALCOR ROI NAMUR MH 
          RUWOMSB  MILL STONE HILL RADAR WESTFORD MA 
          RUWOMSE  ETS SOCORRO NM 
          RUWOOHA  DEFSMAC FT GEORGE G MEADE MD 
          RUWOSWB  ALTAIR ROI-NAMUR MH 
          RUWR     DAT 721CS CHEYENNE MOUNTAIN AFS CO 
          RUWRCAG  GSFC NCC GREENBELT MD 
          RUWRSPD  CMOC SPADOC4 CHEYENNE MOUNTAIN AFS CO 
          RUYH     USNORTHCOM PETERSON AFB CO 
          RUYHAAA  DIRECT USNORTHCOM 
          RUYN     DUAL ACCESS TRIBSTA NAVCOMTELSTA YOKOSUKA JA 
          RUYNANB  CINCROKFLT ROKN BUSAN KOR (AND ROKN ACTIVITIES) 
          RUYNJKI  COMNAVFORJAPAN ORS DET YOKOSUKA JA 
          RUYNJMK  MARITIME SAFETY AGENCY TOKYO JA 
          RUYNJPF  NAVCRIMINVSERVFO FAREAST YOKOSUKA JA 

           
          RUYNPAB  USHARDEFCOM DET PYONGTAEK KOR 
          RUYNTAR  COGARD LO COMNAVFORKOREA SEOUL KOR 
          RUZBEAA  CMPC-Q CAMP AS SAYLIYAH QA 
                    ST
          RUZBTSC  1  TSC INTEL FWD CAMP ARIFJAN KU 
          RUZC     DAT SE CONUS LI 
          RUZCAAA  SE CONUS L1 MACDILL AFB FL 
          RUZDAAA  COMMCEN LANGLEY AFB VA 
          RUZDAAQ  DET 2 HQ AF ISR AGENCY LANGLEY AFB VA 
          RUZDABA  SSO NORFOLK VA 
          RUZDABB  NAVIODET NORFOLK VA 
          RUZDCOR  CORNERSTONE WASHINGTON DC 
          RUZDINC  DIRCIFA WASHINGTON DC 
          RUZDIND  DCIDC WASHINGTON DC 
          RUZDINE  CIFAOPNS WASHINGTON DC 
          RUZDWAT  FTTTF WASHINGTON DC 
          RUZDWDC  DA AMHS WASHINGTON DC 
          RUZDWJF  HQ BICE WASHINGTON DC 
          RUZE     DIAL LONDON UK 
          RUZEADA  CDR66THMIBDE CMDSA WIESBADEN GE 
          RUZEADA  CDR66THMIBDE WIESBADEN GE 
          RUZEADA  FAST 66THMIBDE WIESBADEN GE 
          RUZEESC  EUROPEAN SECURITY OPERATIONS CENTER DARMSTADT GE 

           
          RUZEJAA  COMMCEN RAF MOLESWORTH UK 
          RUZEJAC  JAC IESS RAF MOLESWORTH UK 
          RUZENAA  SR JOIC NAPLES IT  
          RUZENLL  DIAL LONDON UK 
          RUZENMR  NETWORK MONITORING DARMSTADT GE 
          RUZENYD  CROF SOUDA BAY GR 
          RUZENYE  DET 1 95RS SOUDA BAY GR 
          RUZENYR  OL RS 488IS SOUDA BAY GR 
          RUZETES  CDR1STARMDDIVDTES WIESBADEN GE 
          RUZEUAA  UTAIS RAMSTEIN AB GE 
          RUZEWIE  CDR24THMIBN WIESBADEN GE 
          RUZF     WEST CONUS L1 SAN DIEGO CA 
          RUZFDMS  WEST CONUS L1 SAN DIEGO CA 
          RUZFEDW  AFFTC INTEL EDWARDS AFB CA 
          RUZFINC  DGS IESS COL TERRE HAUTE IN 
          RUZFINI  DGS IESS TERRE HAUTE IN 
          RUZFINJ   DGS IESS2 TERRE HAUTE IN 
          RUZFSPN  HOPPER INFOSERVCEN SPINTCOMM SAN DIEGO CA 
          RUZO     DAT NE CONUS L3 
          RUZOAAA  NE CONUS L3 
          RUZOIES  NMIC IESS WASHINGTON DC 
          RXCA     NATO AIFS NORFOLK VA 
          RXCAFDA  NCSA SECTOR NORFOLK 
          RXCAFDS  NATO COMMCEN NORFOLK 
          RXCAI    CINCSOUTHLANT 
          RXCAN    NCSO BERMUDA  
          RXCAYEM  CSA-W WASHINGTON DC 
          RXDB     NATO AIFS NORTHWOOD  
          RXDBAIF  NATO COMMCEN NORTHWOOD 
          RXDBHW   CINCNORTHWEST 
          RXFE     NATO AIFS VERONA 
          RXFEAA   JFC NAPLES 
          RXFEAE   COMARAIRMED 
          RXFEAH   MCC HQ NAPLES 

           
          RXFGAN   COMMCEN VERONA 
          RXFK     NICS TARE BAUMHOLDER 
          RXFKBA   COMAIRCENT 
          RXFKEA   COMMCEN NATO HEIDELBERG 
          RXFMB    SENUSNAVOFF NAVNORTHEAST KARUP DA 
          RXFPBU   33(GE) FBW 
          RXFPCIB  NACOSA OB PES 
          RXFPCOA  SMA NACOSA 
          RXFPKN   31(GE) FBW 
          RXFPSH   SHAPE 
          RXFPSHD  SHAPE 
          RXFS     NICS TARE EVERE  
          RXFSLU   NAMSA 
          RXFTMOD  MOD CZ 
          RXFUMOD  MOD HU 
          RXFVMOD  MOD PL 
          RXQH     NICS TARE IZMIR 
          RXQHAM   BOC BALIKESIR  
          RXQHI    MINRELSTA ESKISEHIR  
          RXQKACP  AFSOUTH ACP THESSALONIKI GR 
          RXQMA    TAFC 
          RXQML    TLFC 
          RXQMV    TGS ANKARA 
          RYFI     GW NO OSLO 
          RYFIA    CHOD NOR 
          RYFID    MOD NOR 
          RYFIO    NODRE 
          RYFX     GW NO BODOE 
          RYFXJ    MAIN AS BODOE 
          RZEXAWA  NZDEF WASHINGTON 
          RZYNGG   HQNZEV ACFOR 
          RZYXAE   HQNZDF COMMCEN 
          RZYXAH   HQNZDF MTC 
          RZYXAI   MOD NZ 

           
          RZYXAP   CCNC117 
          RZYXAQ   CNCC NZ 
          RZYXGE   NLO WELLINGTON 
          RZYXME   MINAGFISH WELLINGTON 
          RZYXMEC  HQ JFNZ CC 
          RZYXMEF  ACC JFNZ 
          RZYXMEJ  HQ JFNZ 
          RZYXMEL  LCC JFNZ 
          RZYXMEN  MCC JFNZ 
          RZYXMF   HQNZDF (ARMY) 
          RZYXTD   42 SQN RNZAF  
          RZYXTE   MSWWB 
          RZYXTF   HQNZDF (AIR) 
          RZYXXD   GCSB WELLINGTON 
            
